3.762318031690108366e-01,8.162284512389171853e-01,4.294066041496004127e-01,5.207511580098421744e-01,5.224040933033843315e-01,2.592687930369506066e-01,4.098080027241605139e-01,8.320377740276552192e-01,3.521200721796569066e-01,2.912215102791171351e-02
9.790619185624662713e-01,8.389229694869984044e-01,5.710568271177874911e-01,4.289968002650637047e-01,9.072569733413637927e-03,6.488739549202124923e-01,8.223362662615169016e-01,9.940903397958003040e-01,5.286088511236262111e-01,6.468768311526087444e-01
9.460198980810530234e-02,9.864310757942793551e-01,3.108517007698115009e-01,5.699193285541156451e-01,6.128282883129876346e-02,7.644179645153668101e-01,5.338805635414005657e-01,1.695548595003872894e-01,3.771377147212140457e-02,2.120199244667463345e-01
7.094622264185967975e-01,2.335073322942371465e-02,5.110653896649557382e-01,3.911295766061114731e-01,3.500561876786657534e-01,1.277410905580114164e-01,9.873003137331139989e-01,6.933745216824976909e-01,3.866578700754486064e-02,1.579543360598874013e-01
6.707828876014144681e-01,5.619584461942164211e-01,3.991629100152906950e-01,3.198794575003596208e-01,9.715936485956868651e-01,6.266251731101346589e-02,3.196724047273831193e-01,3.491559768789238571e-01,9.200998524256098765e-02,2.474671792065497034e-01
9.079883812543110277e-01,7.228940067834795924e-01,5.614377431931497631e-01,8.323507362864036585e-01,3.916026721624743523e-01,7.306102888748080559e-01,2.239372111939863519e-01,3.007177032583007170e-01,4.315849536158947730e-01,3.117154886393683766e-01
4.852553686187177640e-02,7.447989755989321559e-01,1.056070360822670695e-01,2.724554878472290609e-01,4.216645826864517943e-01,5.367264245075261675e-01,4.352874998807417795e-01,8.834868722143922604e-01,8.385226001533492290e-01,4.932253838458030559e-01
4.993974313502744788e-01,2.547528964259452300e-01,5.598903926105613937e-02,7.619702307607244540e-01,4.955021980923923763e-01,4.837052004873754196e-01,3.250206851836956456e-02,7.169964304187015358e-02,6.228386003191765941e-01,8.968844519747115607e-01
2.460245014069550873e-02,8.027351251628632722e-01,4.365445173356510278e-01,1.765816258212107304e-01,5.292642740027735382e-01,7.670128497008654733e-03,3.764384469702294345e-01,4.745018222684331821e-01,7.892301402572130531e-01,9.147877202168053223e-02
2.733642156725923922e-02,5.412531219463851961e-01,6.538251268436587882e-01,5.390475157115522942e-01,3.400632325560120073e-01,4.366158692971339184e-01,8.731563634050334421e-01,5.342533103893255531e-01,1.901725264397431392e-01,8.970887784087070438e-01
5.143539214009428262e-01,6.019810066552726546e-01,2.636801497305303332e-01,4.094198584299415522e-01,6.529643366470361254e-02,5.792363271910470068e-01,7.951715387798365953e-01,8.307608106987808272e-01,7.066662851367278009e-02,3.372516377459945369e-01
1.526461332809349036e-01,9.820252730858426427e-01,6.600362591766666398e-01,2.579923303495820219e-01,6.382015877156587136e-01,7.651601543577285502e-01,7.207262131729895716e-01,1.764226986109153072e-01,4.131895711344063526e-01,6.551082039587633465e-01
3.643773928140996432e-01,4.295953151501733513e-01,2.532296665932048940e-01,7.805136862419181920e-02,2.243155762546974463e-01,6.998090809449651895e-01,4.300932574577095435e-01,3.974384940586404014e-01,1.152907197252837079e-01,8.947115579747692005e-01
5.381303727908478551e-01,5.020144681192396652e-01,1.725630544635328167e-01,2.653437842770876021e-01,8.734098518338858641e-01,9.193431734598974669e-01,1.367510823793217645e-01,2.782274878673397511e-01,3.466591906322363803e-01,2.332648569115947090e-01
2.746868332236188648e-01,1.940041364018812997e-01,9.700035950776138005e-01,6.729794038525204192e-01,5.280091116710140531e-01,4.990231044380349923e-01,9.035338627542321976e-01,3.988069485951335480e-01,7.146443504945125813e-01,8.449673781196233024e-01
6.903186497146976963e-01,8.986184963054313357e-01,9.163404044356988631e-01,2.414894700469559785e-01,5.820203696574882679e-01,2.058358318923421137e-01,4.110528673148677870e-01,9.107797517256055464e-01,6.481277186120256717e-01,7.604824952295790030e-01
4.376481434416582550e-01,3.429242086923748323e-01,8.647054333736158283e-01,5.541995049239918369e-01,6.694551019136462111e-01,1.881049736842030917e-01,2.557484261453443208e-01,3.669771674079463919e-01,6.892487097653239303e-01,3.775650934394149116e-01
2.121553470711418088e-01,6.893461387490167347e-01,8.548887102092003198e-01,8.995602566242235643e-01,7.704840150805828403e-01,5.093003833133616931e-01,4.978345595485500485e-01,9.193084708659593485e-01,4.602031842600683431e-01,7.633317203112552907e-01
2.130125443591568413e-01,9.648282294151673266e-01,3.093808254621132070e-01,7.409721190587240658e-01,7.522438465499768911e-01,1.736053485135627961e-01,4.326655019431635552e-02,1.660705258987871247e-05,3.933852130166941574e-01,8.099400324490846348e-02
1.629622122766729575e-01,5.761517140573563234e-01,9.516126507606799123e-01,2.106097208928832121e-01,6.279902443045276561e-01,6.968358970155164034e-02,6.797517513621801344e-01,7.737521450847777427e-01,3.925705130091793338e-01,5.403748535100675321e-01
3.303996044677935950e-01,5.449375033063491580e-01,6.973086277089025620e-01,5.467233499783302753e-01,5.009651198349703849e-01,9.173887309297379389e-02,2.838610938759243973e-01,1.445067979560288318e-02,4.670280642301098961e-01,3.566609795282682516e-01
3.578136724612120956e-01,7.768672208286602210e-01,8.498257439587452167e-01,8.870438062128882528e-01,3.486277411432276985e-01,8.203094446741913126e-01,6.697138093614166676e-01,2.200711610943927310e-01,7.489794437441921193e-02,1.660052696122884530e-01
1.762445765256220875e-01,9.754125399160495924e-02,8.964671184948552751e-01,9.119934771538553697e-01,4.894408232990332674e-01,8.691247418834099348e-01,7.114499048116889046e-01,7.664903186003761970e-01,8.238776419936146844e-01,2.841444551583666156e-01
4.018802260843052920e-01,7.425746911052848453e-01,9.374630402337182922e-01,1.667947310620516710e-01,3.572396688660948172e-01,6.395323641910377610e-02,1.738484336719114953e-01,9.835611205399602541e-01,3.384195785810917290e-01,3.949223847514601315e-01
8.730206517299784474e-01,7.190066139046602522e-01,1.991397437353013000e-01,8.184621525508475326e-01,8.182252470732265248e-02,3.372099090431037727e-01,8.037674947967746730e-01,1.989269262255034532e-01,1.601812334281240702e-01,6.446856168673820164e-02
4.125714601000988191e-01,7.698421508305615113e-01,7.611003383277965550e-01,7.506280027583849268e-01,8.895170401344988376e-01,9.426926476716139813e-01,9.378337143192153613e-01,5.344185587772168899e-01,9.419578368448435768e-01,5.964151484133028980e-01
2.942842910528525868e-01,7.747768055395476416e-01,5.656244083135908429e-01,1.149505909595982533e-02,6.942640559908219711e-01,4.842136398405854081e-01,7.333184229854533553e-01,4.518538237132254665e-01,3.625991046733497702e-01,6.689334610643445922e-01
5.501936610160337304e-01,2.166952094823193509e-02,8.987900472109180416e-01,9.115523366043656317e-01,1.940105099305078351e-01,5.825674907743829678e-01,3.420880085777660007e-01,1.624741376054448239e-01,3.218104651581683573e-01,1.098979017718137996e-01
7.138675831512599768e-01,3.925909650909364945e-01,6.087293418982646642e-01,1.553233824305145783e-01,8.711186191998834261e-01,3.091974049335034502e-01,4.327406647532280326e-01,5.203573297039174594e-01,4.196246668011114345e-01,3.942103658138383926e-01
3.055273256915724822e-01,5.522330579854072274e-01,6.826256730458198918e-01,3.980313181183576798e-01,7.253172562863978712e-01,4.939068073787823421e-01,8.246895912339902157e-01,8.902380378608532041e-01,6.443974247938352162e-01,8.612554035682918885e-01
4.655509299326505701e-01,6.970236550342137072e-01,5.902272875445198075e-01,5.089232384316060287e-01,2.888879569883120446e-01,4.472734972372889306e-01,1.908436060319118610e-01,1.706256347165667764e-01,9.452046275426457811e-01,3.521767234963398829e-01
9.036691516077181019e-01,1.110265389614899512e-01,1.177953959357855851e-01,1.436707323046728657e-01,6.645677219841383820e-02,7.504427222308656109e-01,3.383430445201063286e-01,6.389325673527305183e-01,7.595295413450138255e-01,4.564992882702594290e-01
7.848013271540562608e-01,9.539739117796101064e-01,3.602811863289586691e-01,1.634664616301579887e-01,7.024424803794876437e-01,5.528143771933187178e-01,9.446378346351438360e-01,5.787177414763955419e-02,3.933914853369711029e-01,7.637462728072543783e-01
2.153209668740787563e-01,8.879524153905029582e-01,1.451937050181211220e-01,7.713254912004253727e-01,5.154697127328561335e-01,7.302397446791606406e-01,8.055270225496340419e-01,4.884117361189308504e-01,9.033631763297980122e-01,7.241448403148142976e-02
9.211715391168462386e-02,1.403178114401579801e-01,3.465580412556817924e-01,8.855070761640896349e-01,2.895412847348199925e-02,1.487383590354718343e-01,1.180952550201030959e-02,2.739187201984262243e-01,8.391904097321141176e-01,7.285183007556860213e-01
1.490129844945476956e-01,9.961565025354991443e-01,6.542839444206849375e-01,1.888355723755613669e-01,2.781740239947028126e-02,4.204691323641406298e-01,4.941847603477107498e-01,8.956202311955725470e-01,1.792946764229654821e-01,3.317866083851896963e-01
8.092328134461448386e-01,4.787181991756940258e-01,1.823404927558098798e-01,9.395966857977902098e-01,5.360076952337380352e-01,7.049082355137195055e-01,5.963824006736015981e-01,4.142722024663271219e-01,1.362761962574955410e-01,6.913147591259357627e-01
4.537069118521797062e-01,7.793262596891380456e-01,3.965165928546359186e-01,1.916031867107100828e-01,3.969835362474527507e-01,1.525550335407311886e-01,9.155518852943403951e-01,5.681101915580013539e-01,3.063839638405778665e-01,4.034591251169674653e-01
9.318521227421954212e-01,4.002353016615242121e-01,7.619615766259858480e-01,1.587555400449172094e-01,6.060275360125421118e-01,1.878563880972260458e-01,3.569260486019754097e-02,4.050897571301561584e-01,4.296149230116473872e-01,8.222849415780770777e-01
8.588789446569681241e-01,8.688891745170226333e-01,9.626287056014483090e-01,6.534297510248584517e-01,4.426426122627633575e-01,9.658066271630318944e-01,5.559460615013689377e-01,2.999090392937280303e-01,1.229500158020525591e-01,6.090795711808847379e-01
7.265909604262484889e-01,9.139119621488955847e-01,5.991077907346999964e-01,6.460077585967212155e-01,4.790327747383569257e-01,1.469500258084732724e-02,8.759188602494917264e-01,5.491178699624492676e-01,3.322939673711222675e-03,7.554948309695452835e-02
5.714723729691406628e-02,2.094145183957577538e-01,4.559295892902820446e-01,2.656207524645161078e-01,2.464741164317967304e-01,2.863811342588163944e-01,3.438221976032588278e-01,7.105696202400377803e-01,9.295045962851732346e-01,6.106541684011679294e-02
2.187524660160894419e-01,3.784962129708002720e-02,3.849063349339063578e-01,6.493640367398219038e-01,8.037077238954885017e-01,4.300384806666162074e-01,3.247646583201653225e-01,1.670028488830221924e-01,8.082883731613632605e-01,9.538872934417165217e-01
1.228088761049150879e-02,6.384310039998797315e-02,6.771449728063894113e-02,6.624011210265897676e-01,6.767888354886110180e-01,8.518305528296741258e-01,6.132777746835672561e-01,5.295764341540259990e-01,1.125869614394099383e-01,8.945060474940853545e-01
2.918650604254400260e-01,6.419299113650691613e-01,7.212342382207495017e-01,9.252559830241692262e-01,6.750977445284568335e-01,1.516579084094504815e-01,1.579468416860365654e-01,5.761871876771369472e-01,5.113319290205814438e-01,7.030769005047097231e-01
1.247776345881556059e-01,6.703957194123129071e-01,9.490841490529754454e-01,7.261264076273052925e-01,5.383992437944531417e-01,3.208286241674540573e-01,2.541871331750183982e-01,8.442850804809967080e-01,6.983964914451683548e-01,5.909421247141581901e-01
7.879138711469441114e-01,2.029378589113857156e-01,7.304209497809114326e-01,8.015726879967244312e-02,4.889269566694206537e-01,7.098503354462264436e-01,8.085809586203955845e-01,9.331991430154732425e-01,5.100606050456306662e-01,2.617243797181200149e-01
4.747951858567378558e-02,8.789436021380744313e-01,9.603334006638609699e-01,3.883679022576658202e-02,8.647905233858609320e-01,4.052091273047686570e-02,9.006566783272544896e-01,1.168676630998359833e-01,1.666994865077890964e-01,5.409344093164099032e-01
1.620729287715771960e-02,2.245636892541045260e-01,8.190514149684399170e-01,2.780461543839563010e-01,3.767467149434089446e-01,8.244134581222900549e-01,3.551659485801325067e-01,7.088559008698089858e-01,6.881838933329664787e-02,6.646287238370764960e-01
1.672804681494359791e-01,4.294809816205019670e-01,4.614151790472377224e-01,1.089156411760606735e-01,2.264996187062027211e-01,7.625844487764262825e-01,2.583854142939823184e-01,3.241902187977613314e-01,1.091504527148652315e-01,5.553060707588349798e-01
8.802082465452365501e-02,7.014627809234419420e-01,1.356495636522345727e-01,3.085268117254624798e-03,9.409279327272556115e-01,9.184644558853874985e-01,8.786440648793488739e-01,3.760752290269160358e-01,2.867633948281267386e-02,5.522249297814280089e-01
9.967601705342163942e-01,7.336379855580121845e-01,5.331873224535552680e-01,8.026954538328977540e-01,4.293386272558972205e-01,4.636481067054096794e-01,8.656086217718919062e-01,3.483792644312705411e-01,3.949161360720676583e-02,4.197914399463149593e-01
5.690263458304521960e-01,6.155406084739870609e-01,3.276791805429030147e-01,6.957660666036897812e-01,5.761933453049817855e-01,9.701207747551970906e-01,5.851103138640156853e-01,9.561501631703714921e-01,4.775347737416359983e-01,8.325705804274935451e-01
7.908451817197710287e-01,2.669841356597829618e-01,6.016821249972680308e-01,7.368256819187277706e-01,5.315999055351671165e-01,4.698784451544103513e-01,3.775538383692824684e-01,5.176490882704749552e-01,2.630211828779628336e-01,9.436110009525527920e-01
6.815887599000590713e-01,4.745129211235690203e-01,2.389541760142546156e-01,5.458438746049711909e-01,8.385771680587396082e-01,3.495046125652501168e-02,5.888640998005152394e-01,7.049551577099452127e-01,1.509811568357329881e-01,5.264570731261524195e-01
8.410010185566465513e-01,3.251488043967364350e-01,8.213803610858481097e-01,9.149111823483054851e-01,2.218497910316433730e-01,9.361984178192664929e-01,5.854689495220910533e-01,7.294758318084613169e-01,7.251151561479413088e-01,6.658114528232440543e-01
1.215284170241517359e-01,7.670351030169871853e-01,8.518652394758423618e-01,9.867827438856923150e-01,2.179838736088735018e-02,6.185566152202249812e-01,3.960152869707296297e-01,3.444576132907579691e-01,2.152783773086227592e-01,4.972961183084083636e-01
5.185451177454308835e-01,6.558031622170281683e-01,3.379033179874395554e-01,7.597177352301837105e-01,9.592965303759096729e-01,5.293725672698131879e-01,1.647865993651579375e-01,7.862380608530626924e-01,7.056894078135869108e-01,3.768222931982284640e-01
7.856114326691383543e-01,1.995041212781389905e-02,4.250716892239536637e-02,7.067506502275692215e-01,8.191715593014098351e-01,3.920687356279676239e-01,5.083489543493742158e-01,2.335840883866493467e-01,5.017003160419936103e-01,2.478687656643000503e-01
3.331718749600264262e-01,1.936194353971898430e-01,2.672281397762144017e-02,6.446912783975806693e-01,4.008096940998703284e-01,7.366591962511371827e-01,8.946242573410412291e-02,4.806655360932354792e-02,7.945889588571569684e-01,2.778195498192133073e-01
8.963350590121557104e-01,4.560992433818369385e-01,4.708306800416274251e-01,1.050743264020684853e-01,1.423836728341730806e-01,1.775922205058514391e-01,8.903971119715899940e-01,4.451840855980954137e-01,5.613943504721198297e-01,8.327819755019071346e-01
2.494833445687332230e-01,9.344795273439202576e-01,3.368412756508343264e-02,1.222829349132610322e-01,2.405668880025633172e-01,9.246420615170725110e-02,3.946482619852099694e-01,7.036807438428691608e-01,5.274998115308248137e-01,6.513662080008034705e-01
8.944181620336871807e-01,9.680659758471975573e-01,4.645924253693027861e-01,8.566691758757047914e-01,3.000256566036784145e-01,4.057914856536292136e-01,9.140498523514500873e-01,3.548797637618887890e-01,9.868867504818161773e-01,5.371506891557087382e-02
5.199799966798195339e-01,3.883856855658763818e-01,3.657838971541879092e-01,3.413987900304309431e-01,9.450862902601834259e-01,5.481957254070075614e-01,5.703602539542667049e-01,4.216654987832519907e-01,4.211258173369608615e-01,3.793553819641570790e-01
5.013937599176350179e-01,8.439479423183303686e-01,5.284717516332453346e-01,5.715130237154090187e-01,9.107455573693047368e-01,7.485612683199234230e-01,7.239811502979062174e-01,5.051072521804474968e-01,6.776038020069867773e-01,3.501068153086208667e-01
1.526476167706847242e-03,4.568385677344676266e-01,8.064369979396713850e-01,5.129698293350178906e-01,3.998039131330581863e-01,3.228897286726247762e-01,5.025103751973792887e-01,5.312800813899560826e-01,3.985582013930717427e-01,8.409338118469549261e-01
4.812939485850065147e-01,9.971386433156985696e-01,7.429177446865692369e-01,2.510772162340588753e-01,2.930121444987221491e-02,4.017786711312296699e-01,2.779233108101418770e-01,7.355177752981748585e-01,6.650706899728886512e-01,3.549132286412555182e-01
4.615148740954566620e-02,8.373481564507597730e-01,2.693421816443620775e-01,7.927520333678291786e-01,5.727022888900079600e-02,1.377352147613619682e-01,4.116355800917244068e-01,8.811347359817489622e-02,3.211755961836657569e-01,6.132121940536504612e-01
5.601009396040088628e-01,9.291269041278584773e-01,4.684634686812602089e-01,5.071059602847101111e-01,1.935000851474036887e-01,6.626251127520556006e-01,2.610139507864435160e-01,4.602585107925002417e-01,4.275190778317660145e-01,2.469544964416072741e-01
4.529908789231602562e-01,7.485165445699976106e-01,1.017178663883441248e-01,7.651849855705372683e-01,6.750612188119811119e-01,2.534040470413205792e-01,9.610470982825342068e-01,1.636014475192014705e-01,6.246646967836999575e-02,2.054869017053161384e-01
5.163429129382568483e-02,7.562748594510280142e-01,7.028006289335502199e-01,9.254479556855238487e-01,2.811085020137220614e-01,4.221950175223359025e-01,5.163188790960759889e-02,2.996530804960376715e-01,6.991726074381063860e-01,2.861735453199996115e-01
4.510294846918819767e-01,5.518853097553932940e-01,2.514174740597130420e-02,9.016550033751316029e-01,8.115776911283826278e-01,6.260212183194294733e-01,6.116106216564221043e-02,3.055408276397719725e-01,8.203229317750467819e-01,2.637455768883805174e-01
8.457356550365280334e-02,5.010447391812294926e-01,9.245643463154202824e-01,7.873697165506101658e-01,3.893209403091059118e-01,6.851128849360276218e-01,2.332419282459190502e-01,4.197052401576819580e-01,5.712567276251397930e-01,2.583408233033223089e-01
7.875023952047580655e-01,7.941792392583711946e-01,6.035753657550657625e-02,4.765029511064562406e-01,9.559834284902278823e-01,8.729782809673970467e-01,3.008720853535770123e-01,2.068885201942106677e-01,2.106556793081428847e-01,4.711573376741303720e-01
5.072461038632741781e-01,6.375646032962057896e-01,7.910421229677067068e-01,9.376350091121067321e-01,7.936574534833789052e-01,5.901453103811066248e-01,4.483528634274563940e-01,2.211082959796151215e-01,2.662696590576664191e-01,9.860095933201713514e-01
